,content,sentiment
272,@Jenyeerimenta Yo a él lo amaba desde hace 3 años y ya es demasiado común jaja,N
273,Mi estomago dice mozarella sticks y mis huecos post operación dicen puré y gerber.,NEU
274,Me siento más ignorada que de costumbre lo bueno es que soy estudiante universitaria y en vez de lamentarme puedo aprovechar el tiempo,P
275,"2:12 am, está semana he dormido 17 horas, hago examen de química a las 8 am y salgo del brete a las 10 pm",NONE
276,"@Phoenix2124 si si, prendieron fuego !! La única que me sabía la cantaron cuando estaba haciendo fila en el baño 1 gusto conocerte!!",P
277,Entró a trabajar a la 1:30 p.m y yo en San Carlos Mi tío cree que voy a llegar puntual.,NONE
278,Yo que podría decir de mi ex? Fui demasiado feliz y me hizo crecer como persona,P
279,"Digamos, muy bonito todo, un día super chuzo, todo divino pero mi crush no me dijo feliz cumple",N
280,"@gabrielselva_cr ahí estaba, bueno en el descanso no, me fui a mojar hasta los palcos del frente para hablar con los privados de libertad",NONE
281,@PauArce21 en serio que una se va a graduar en el tiempo de Dios,N
282,"@_Star_Vader Si, no hay que perder la esperanza jaja, digamos tuve muchas eectativas con alguien pero no se dio y tome por gordo",P
283,Clinton ganó voto popular y Trump el colegio electorado. Adivinen quién es presidente electo,NONE
284,"@Maceji87 sorry x el delay, pero el app arranca cuando quiere...Abrimos de Lunes a Sábado a las 6pm",NONE
285,Escucho a @HillaryClinton porque no me aguanté y no puedo creer aún que hayan elegido sobre ella a @realDonaldTrump Es realmente triste.,N
286,@piladetrastos @tsaitami porque al final siempre llegan a lo mismo: es que ella debió asumir más su lado femenino,N
287,No es posible que Trump vaya ganando las elecciones y que yo aún no me gane una pizza de @OterosPizza. ¡¿Qué es esto?!,N
288,@SalgueroMoya por cada acción cometió como 4 delitos a la vez. Eso se llama concurso ideal. O material. Ya no me acuerdo,NONE
289,@RacheliuxCastro @jkriptos tenemos pendiente un vacío whisky y habanos. Como que este fin complicado,N
290,Bill Clinton ya está muy viejito,NEU
291,@dianalaa32 Es una escena de uno de los documentales más respetados sobre naturaleza ('Planet Earth' de la BBC). Dudo que sea montado.,P
292,Hoy es un buen diaaaa,P
293,Ya no es tan divertido,N
294,"Necesito plata, mi regalo de cumpleaños no alcanzó para la ropa de navidad y año nuevo",N
295,"Yo quiero enseñar mis bolas en facebook, pero su política de desnudos es muy estricta. Mejor no.",NEU
296,@saywhatmini Hermosa verdad? ️ Me toca quitarlas porque no puedo mostrar caras,NEU
297,Vean los nuevos emojis #iOS102 El aguacate 🥑,NONE
298,Tan triste mi vida que me hablan en Snapchat solo para decirme que mis animales son lindos,N
299,"@ChicadeHumo7 , no hay que sentirse mal por ya no querer creo que es bueno saber lo que uno quiere y lo que no",P
300,Estornudé y me mordí la lengua porque mi suerte es así,N
301,"Ya 3 veces me ha dejado mamando, pero la verdad lo veo tan guapo...",NEU
302,"Suerte nivel, llame a la pizzeria para pasar por una pizza y llueve cuando deje mis sombrilla perdidas",N
303,Estoy así de hacer una estupidez,N
304,Les parece que soy una persona odiosa? a cada rato me dicen eso y que tengo cara de amargado,N
305,El huequito del septum no se me ha cerrado por completo pero ya no me cabe la pieza,NONE
306,@elinvisiblesoyo jajaja aquí la confianza virtual,NEU
307,@deprotti la ex novia de 30 vrs Sabina para finalmente aceptar que estas viejo,N
308,"...y todo lo que hagan, háganlo con amor. 1 Corintios 16:14 Buen dia a todos",P
309,Buenos días @Rubiu5 que pases un buen día,P
310,Me estaba sacando las cejas y como se me ocurren cosas geniales decidí arrancarme una pestaña y ahora me duele el párpado y se hinchó,N
311,Las canciones de Juanes y Julieta Venegas siempre me hacen muy feliz,P
312,"Viendo FOX pasan portadas de periódicos deportivos solo en CRC no, porque no tenemos periódicos deportivos",N
313,"@avargas10785 yo hago eso, sino nadie contesta, así ven que no es mi culpa que no se muevan las cosas, perdón por vivir",NONE
314,@edgumaco yo siempre deseo eso y cuando estoy libre;como hoy> ando desde temprano dando vueltas y sin sueño,N
315,"Ya no tengo libro para leer ni serie para ver, mis noches se están volviendo aburridas",N
316,"Mi imposible quiere irse a Europa. Yo tenía pequeñas esperanzas sabiendo que era imposible, pero ahora se las lleva para Europa",N
317,"@David_Gato5 Mae esque mi top 3 son Dez Bryant, A. Brown y OBJ La de Zek viene de cuarta",NONE
318,@demimendozaa Obvio ya quiero llegar y verte Así que de una vez organiza Ixma,P
319,"@Residente y fui a buscarte xq habías agarrado x otra calle, venias hacer un concierto, y bueno pues te encontré al final! Jeje saludos",P
320,"@Valavb así es, aquí estamos pasando algo similar en estos días",NEU
321,"@andrest_12 ahh ya ya jajaja. Bueno, buenas noches, que descanse",P
322,"@tigreshooligan ay tan lindo amigo!! Gracias. Espero que jueguen con rencor, porque se hacen imparables cuando están resentidos",P
323,"@ticotraveleando ingrato, solo porque usted sí",N
324,@Zunga a mi solo me quedan 5...ya casi veo la Luz,P
325,Ay qué bonito todo! Demasiado extraño no estar sufriendo a estas alturas Vamos Seleeeeee,P
326,@LovatoMyLight jajaja exacto! Esta todo igual solo que mas serio pero nada de declaraciones aun. Solo que siempre nos decimos asi.,NEU
327,Mi familia ya empezó con villancicos a todo volumen 24/7 y yo que tenia mi musica puesta y me la quitaron,NONE
328,"@stephvald callese mae jajajaja, el carro estaba bastante duro mae Jaja",NEU
329,Lo malo de las indirectas esque son como un chisme pero a medias! Y así no se puede..,N
330,El otro año va a ser diferente y tiene que ser diferente,P
331,@AndresCastg verdad? Que triste que se haya llegado a ese punto,N
332,La vara es que odio las materias teóricas y amo cocinar,NEU
333,Mami va a bajar la velocidad del internet pero mejor eso a que lo quite,P
334,Hoy me desvelo de nuevo,NONE
335,Mi papá emocionado hasta las lágrimas con los tenores... hay conciertos que se quedan en el alma para siempre.,P
336,Me gusto mucho #AHSRoanoke fue una temporada muy buena y mucho miedo pero corta ya estoy ansiosa por la temporada 7️,P
337,"@Alejandro__Ge hay que pulsearla bastante, lo he intentado un par de veces y nada Pero que buena foto mae.",P
338,@AdriantixYT yo talvez no vuelva a yt por asuntos personales,NONE
339,@EdySmol Me encanta que resaltes la moda sin ser superficial sino siendo un excelente crítico! Saludos desde Costa Rica!,P
340,Lela me escribe Yo le respondo Lela me deja en gris,N
341,"@nathy_ab Tome un descanso y apenas esté de nuevo al 100% vamos a Dairy Queen, esta bien?",NONE
342,@EdySmol Correcto! Es pura arte. Mejor no lo pudiste describir. Felicidades!!! Bendiciones!,P
343,Nadie quiere ir a tomar café conmigo,N
344,"@HolaSoyBataa Pero interrumpiste en mi sueño, perdí el sueño en ese momento y gracias a ti no fui a trabajar porque me quede dormida",N
345,"Que bonito es anunciar que los excedentes de la Asociación Solidarista, ya estan depositados",P
346,"Aún no puedo salir de la U porque la tarifa de Uber está alta, me escupo",N
347,@wheeeing lo mejor es que no sé ni que voy a estudiar,N
348,"@Kengope oh, yo es que estaba curioso de Google Play Music. Apple Music no me sirve",N
349,Estos #CinnamonRolls traen muchas pasas... puro sabor a #Navidad!!! #ProsanaFoods #EstaciónGourmet,P
350,"@cinn_gc10 Un chivi que hace videos y es más tocándose el cabello que video haciendo ""algo divertido o entretenido"".",NEU
351,"@itsshirrley hizo un tiempazo en una ruta desafiante, ¡felicidades! Es muy muy campeona ️",P
352,Me hice un sándwich. En vez de queso le puse leche condensada y aún así lo puse a tostar,NONE
353,En Face Oswar me deja claro que no soy su amiga,N
354,@_void07 ¡CALMA PUEBLO! Todo va estar bien. Solo vaya presente todo y haga su fucking examen tranquilo.,P
355,"Este año más que otros ocupo trabajar esta temporada navideña, ocupo plataaaaaa! Si alguien sabe de algo me avisa",NONE
356,@kabek Y suuuuper diferente a sus trabajos anteriores! Tengo que comprarlo tho porque no esta disponible en apple music,NEU
357,"Me gusta el rumbo que mi vida esta llevando, me siento tranquila y contenta conmigo misma",P
358,Lo peor de recibir clases en un restaurante es el fuerte olor a comida y el hambre que me tengo.,N
359,"Que ladilla, yo soy chevere",P
360,Solo actividades de mi interés me hacen levantarme a las 4am de menos jamás en la vida.,NONE
361,Después de una semana comiendo en México a un precio ridículo... lo último q haría es ir a la Feria Gasto-nómica #lluviaencasa,N
362,Hoy nos tocó de últimos en el Festival Navideño de PZ y lloviendo. Adivinen cómo quedé.,N
363,Ya cambiaron al modelo d Paco Rabane. el que estaba antes era un muñequito yico.,NEU
364,Extraño mis siestas de todaaaa la tarde,N
365,@vivihbena ahhh pero ahí estaban las rubias -.- jajaja ( que mal que no se te quite),N
366,@gpenavalle De las impotencias más grandes. Entiende uno qué significa la resignación,N
367,No sabía que el amor de mi vida iba a cantar. Hubiese visto el programa.,NEU
368,@Kevoludo24 todo está súper barato porque casi nadie fue el festival.,N
369,Ahora sí es oficial... tengo el trabajo más chiva que podía pedir,P
370,"@vikyro18 sii claroo, en play 3 podés comprarlo por 5 dolares. Pero ya en ps4 no",NONE
371,Qué feo es tener que terminar con alguien; y más cuando las dos personas aún se aman pero el entorno no es favorable.,N
372,Ayer fui a @subwaycr y aún no estaban listos para recibir donaciones de puntos,N
373,Casi me aplasta un árbol pero lo bueno es que en la casa ya llegó la Navidá,NEU
374,"@rafa514x te creo, solo ganas de trollear",NONE
375,- se llevo los doritos y los frescos - pero no se llevo EL PAN @MarianaCruz04,NONE
376,La lluvia definitivo que no me tiee piedad cuando ando en bus,N
377,Odio a mi profesor de estudios sociales,N
378,Que asco spotify desde la compu,N
379,"@FedeOrtegaV Ojalá lo consiga, pero también ojalá la empresa del concierto le dé otra como sorpresa o algo así",P
380,Me gusta dar los buenos días BUENOS DÍAAAAS!,P
381,@laqvienedelsol @PilarAcuna Yo la dejé como 3 años y ahora volví. El día que termine del todo empezaré un largo duelo,NONE
382,@elchamuko me alegro milord! Feliz regreso a su casa en el averno!,P
383,Lunes con L de Lindo! Gracias Dios por el trabajo,P
384,"@Mariete772 igual estaba en exámenes finales y estuve muy inactivo, espero volver a la normalidad de ahora en adelante",NEU
385,@lawanddemons perdón por ser la peor prometo darle mucho amor comprensión y ternura apenas termine el semestre,P
386,"Hoy hice todo de una manera olímpica, pero algo se me tenía que olvidar. ¡Ah sí! La sombrilla.",NONE
387,"@Vane_Arcia Sí, era justo y necesario. Lo hice y me siento mejor",P
388,"@Noy_07 Pues de hecho sí me funcionó, me siento más tranquila después de eso",P
389,"@MonumentalCR Buenos días, un éxito su maratonica, yo me sumé y sé que van a llevar mucha alegría a personas que están sufriendo",P
390,"@croq29 @ChisteTipico me ha pasado... Lo peor es cuando sin decirle nada a uno, lo agregan de nuevo jajajaja",N
391,Preferiría discutir con un umpalumpa que con un (a) cristiano (a) conservador (a) de derecha.,N
392,@ashzamc Chao con ud!!! En serio no te puedo,N
393,@MarcosPedzik Muchas gracias por tus palabras. Un fuerte abrazo para vos,NONE
394,Cansado es poco. Pero saber que hoy se ayudó en algo me hace feliz.,P
395,@ASuicideBoy me siento muy identificada con tus tweet y vi tu cuenta porque mi mejor amiga aveces da rt a tus cosas,P
396,"@CamposGeovanni en eso estamos claros, pero yo tengo fe en que los ticos somos solidarios cuando mas se necesita",P
397,Mi mejor amigo me llamo que ya venía llegando a mi casa Tengo 25 minutos esperándolo,N
398,@titabobra aquel señor amigo suyo hizo un numerito hoy de esos que le encanta hacer. Otro día en que la ginebra empezó a fluir temprano!,NONE
399,"@Mausaga vieras dolor jure nunca más volver a ese lugar, queda en PZ para los interesados",N
400,"@Oski_1991 Si o sea, el cel no me interesa tanto pero las cosas que tenía ahí eran irremplazables Gracias por escribir.",NEU
401,"Senasa NECESITA casas cuna, apúntense no hay suficiente presupuesto para todos los animalito afectados",NONE
402,9 horas de que se fue del pais y ya la extraño,N
403,@jaoc03 que buena fiesta se pegaba uno,P
404,"Hasta ahora me entero de que existe la carrera de ""investigador de animación japonesa"", he desperdiciado mi vida",N
405,"Hoy hice el gol de mi vida, perdimos 8-1 pero hice el gol de mi vida",P
406,"Le envié una foto a Ignacio y me dijo ""Que picha más fea""",N
407,@Tia_Yeye @Jacko_Pinto no sabia que eran pareja.,NONE
408,La lluvia definitivo no me tiene piedad cuando ando en bus,N
409,@rebsvargas Un masculino adulto que es fanático obsesivo de My Little Pony,NONE
410,@UnZorro88 a mí me gustan de hecho,P
411,@malamujer Ojalá pudiera darte el abrazo en vivo o al menos acompañarte hoy. Siento mucho lo de tu primo,NONE
412,"¡Hoy habrá nuevo campeón!, que pase lo que sea, que @MagnusCarlsen sea campeón o que @SergeyKaryakin pierda #CarlsenKarjakin",P
413,"Pero en realidad soy mucho menos amargada, maldita y juega de viva de lo que parece. Lo prometo.",P
414,"@bichoclarke leí el post equivocado aparentemente, me salieron los diseñadores snobs en mi feed",N
415,@andrearivl me voy a morir quiero verlo en vivo y tigo no tiene CBS,N
416,Pues que dicen que hubo #temblorcr y yo ni me di cuenta porque pasamos ensayando típico.,NONE
417,"@kathysjo excelente, que grande que está",P
418,"Quiero demasiado el balde de pollo, cebolla y papas fritas de la Papería. Alguien lléveme",NEU
419,"#MisPropositosPara2017Son buscar un mejor amigo, necesito a alguien!? nadie?",N
420,"Que enfermería tenemos, Gareth Bale se podría perder el clásico",N
421,@titabobra A mí jajaja y veame aquí con los ojos pelados,NEU
422,@viborildasigue Abrazos para ti desde aquí Vibo ¡Ahí estaré y listísima para grabar la entrevista!,NONE
423,@solucionesong ...genial iniciativa que nos puede ayudar,P
424,"""ESTOY HARTA DEL SEMESTRE "" -Yo, sábado por la noche, resolviendo integrales para encontrar áreas.",N
425,el amigo secreto de hoy trajo un delicioso arroz con leche,P
426,"El primer capítulo de la primera temporada de Black Mirror es bien pinche triste, wey.",NEU
427,"@marioredondo @ingenieractc no da igual, yo soy funcionaria pública y no todos pensamos así.",NEU
428,"Me siento tan sola por las noches, que duermo con Pariss en la cama de mi hermano",N
429,@AleArguelloF ojalá sigan juntos mucho tiempo,P
430,@somekindofEdu pero pensé que luego de jugar juntos todo iba a cambiar,N
431,Ojala tuviera netflix como en los viejos tiempos.,N
432,@GaritaCRC ¿Y para que me tienes a mi? Son momentos y nos montamos un canal Re-Pichudo,P
433,Puedo soñar ridícula pero si lloré porque @smilinglybybau se fue,N
434,@GuillermoBarqu1 Carepichas esas solo piensan en ellas.,N
435,Es una verdadera ver que los videos mas caca tienen mas apoyo que los que costaron,N
436,"@eldiariodedross Mandale un saludito a Jonathan Duarte que esta en el hospital pasandola mal con una operacion, y solo ver tu videos",NONE
437,@andrea___cr @ccssdecostarica Ufff... hay una discusión enorme sobre esto. La Clínica Mayo dejó de hacerlas por años por los resultados,NONE
438,Porque si estaba bien me tiene que dar calentura de nuevo ??,N
439,"Lo peor fue que nos encontramos en un bar, y no le pude hablar x mi timidez",N
440,@twocannn a mediodía? La próxima no lo dude! Aunque me vea serio yo soy un carajo buena nota!,P
441,"Ya mi relación no es lo igual con Davi, ella me pierde",N
442,Primera vez que David cena en mi casa y quiebra un vaso.,N
443,"@Jorge_Rivera8 la del mio peor, tengo que andar con dos telefonoa para poder revisar tw, fb e ig",N
444,"@tsaitami Descubrir qué somos está pichudo, diría el patán",N
445,Les juro que lo stalkeo y mi instinto asesino se activa.,N
446,¡También tenemos tradición #costarricense! Por supuesto! #Cajeta de leche con almendras! La más rica de todas!!…,P
447,Lo bueno de verano es que en el grupo hay varios compitas,P
448,Las tenis blancas no se usan todos los días,N
449,A mí en serio esas cosas de ganar no se me dan,N
450,"soy la mejor amiga secreta de la vida, quiero el regalo que voy a dar",P
451,"Hoy será un día muy largo, y mi último día siendo un pilluelo de 21 años",N
452,Me iré a dormir sabiendo que la única app de manga con la que leo no tiene actualizado ons,N
453,Esperando que sea un buen jueves por la noche,P
454,"@arlynerl03 Y si me corrigen es como... ""Trágame tierra y llévame directo al infierno""",N
455,@estabarca fijo si me gusta hago lo que hice con el episodio VII... fui al cine 5 veces,P
456,Me encanta la olla de carne pero no me gusta que por ser sopa no me mantenga llena bastante tiempo,NEU
457,Podría pasar un Día entero viendo sólo mejengas.,P
458,Si se desesperan nos lleva puta,N
459,Que triste cuando uno anda en una actividad y no tiene con quien bailar me veré muy rara bachateando sola en media pista ?,N
460,"@franky2055 que dichoso ya casi terminas, yo apenas voy por el 85 jaja",NEU
461,@meel_solis estamos en la misma lucha,NONE
462,@ysareth LA delicia! Mi mamá casi no me deja meter a los gatos Pero les encanta dormir aquí cuando pueden,NEU
463,"Por dicha solo me volvió a ver y siguió durmiendo, pero me dio lástima",N
464,Yo me quería graduar con la camisa rosada,NONE
465,Y si comemos crepas con una bebida de café O un smoothie Hoy habrá feria navideña y nuestra Esparza se pone d…,P
466,No he visto el nuevo episodio de #TWD,NONE
467,Buen día @adruari ya le seguimos,P
468,@MauHCorona Lo normal es aburrido.,NEU
469,FAV si crees que me gustan los penes (como no soy famoso y nadie le va a dar FAV pues tendre la consciencia limpia),NONE
470,Hoy me di cuenta que mi crush ya tiene novia y es mucho menor que yo,N
471,Odio que me cambien mis planes por comodidad de los demás,N
472,@Izzytica @Unodien regla de los 3 segundos,NONE
473,@Chuletta diay. Estuvo bonito. 5comentarios,P
474,"Men @RedstoneKnarias no nos eliques mas de porque pierdes, porque a nosotros lo unico que nos importa es divertirnos viendote jugar.",N
475,Ya estoy estresada de esperar resultados,N
476,@Prifv @kabek no hemos ido a la cabra loca,NONE
477,Me llena demasiado ver tanta gente con la intención de ayudar y moviéndose que lindo todo,P
478,Mi mamá sólo decirme que estoy gorda,N
479,@mary_robre asi que ahora tenemos una posible nueva carrera armamentista in the making,NEU
480,"Sopa Negra, opción plato fuerte en la soda. Dios sabe como reconfortarme después de las noticias agobiantes",P
481,@natyrodriguez Demasiada decepción con la humanidad,N
482,"@avargas10785 yo te salgo de eso, yo es por luchona y que me elotan en el work #lindaperopobra",N
483,Cuando yo vi al Pipi aquí en la conferencia de prensa casi lloro como ese niño Pero solo estaba ahí temblando,NONE
484,"@chrchaves jale, traidor, vendido a la corona española!",N
485,@grassengel no podés tener lo mejor de los dos mundos,N
486,"A la gente buena, le pasan cosas buenas ... al resto a veces también nos pasan cosas buenas",P
487,Nunca me he ganado nada con @PizzaHutCRC y que chuzo sería probar la nueva pizza esta tarde liberiana está como para la Crown Pizza,P
488,Desde el jueves pasado estoy esperando el entreno,NONE
489,Jaja Trump en los primeros 3 meses se va a traer abajo el TLC nos vamos a ir todos a la mierda,N
490,"No estaba muerte, andaba de parranda! Jejeje",P
491,@FexCR ufff una cosa deliciosa!! Jajaja Que desorden ! Metí las patas ser feliz Fexito!!!,P
492,Como cuando soy muy chineada y me traen almuerzo al trabajo  Gracias @Antrckstr,P
493,"@MauFonseca11 @FexCR el otro muchacho que es nieto del señor de las galletitas, siempre tuvo una dulce navidad",NONE
494,"Otra vez quieren desnaturalizar el tema #BienestarAnimal, dejando en el texto de iniciativa popular sólo a perros y gatos.",N
495,@LauraPausini y su canción: Se non te #VIDEO Publicado el 10 Nov del 2013 y aquí te lo compartimos,NONE
496,Me siento tan cansada y saber que salgo hasta las 6,N
497,Estoy toda estresada para el examen de mañana como que si lo fuese a perder jaja Pero ya pasé el curso y todo,NEU
498,"Me acaban de confundir con un estudiante universitario... es el mejor ""buenos días"" de todos",P
499,"Ocupo el viernes negro para ver si me compro un tele, el mío se dañó",NEU
500,"Mis primos se fueron para cancun hoy, adivinen quien no fue por ser la unica -18?",N
501,He pasado toda la mañana metida en Google Maps viendo Costa Rica. Pero no hay Street View.,N
502,"Me encontré una tarjeta pegada en el cajero y llamé al banco para reportarla, la dueña puede estar tranquila #whatgoesaroundcomesaround",NONE
503,@La_Llama_ @DosPinosOficial tengo que probarlo. Estoy decepcionado. Ahora el fresco leche sabe a puro sirope.,N
504,"@nitamar26 @PizzaHutCRC el problema que ya no hay 2x1 en grandes ni tampoco los puntos Hut, son dos pésimas noticias",N
505,@absa_lon tenga paz bonito que en esta vida Todo Cuesta.,NEU
506,"Necesito un gato en mi vida así como YA, tengo que convencer a mis papás",P
507,"@Juanjo90 @CataSolis20 Eso Juan, lleguenle, va a estar divertido. Mucho gusto Cata",P
508,Para navidad voy a pedir que me suba el ponderado.,P
509,Yo debería estar dormida y no bajo este largo ataque de ansiedad de baja intensidad,N
510,Qué triste ver que el odio por una mujer esté por encima de la razón,N
511,@BreNdiiuXx @BaldiHotSpring1 ya se no quería salirme de las aguas termales mañana voy a Monteverde a ver que tal,P
512,Que viene Nonpa y fijo es para mayores. Ya lloro.,N
513,"Tengo que aprender a no prestar mis cosas, porque al parecer a todas se les hace muy divertido nunca devolverlas",N
514,Que dicha que me vale todo lo que todo el mundo diga,P
515,Ahora tengo que dormir llena de repelente,NONE
516,No sé ni qué leer para tratar de entender lo que va a pasar. Todas mis fuentes usuales fallaron,N
517,"El Turrialba me odia, en definitiva, es el milésimo ataque de asma en el semestre",N
518,"@iMCZC Ay, no me diga eso, todo es posible aún.",P
519,@jdclarke y que el mae no sea tan desastroso como aparentó durante la campaña. Hope is all we have left,N
520,"@soofpe06 JAJA y ya ni eso, porque fijo no nos dejan entrar jajajaja",N
521,"@m_elinna jajajaja yo pensé que había captado la indirecta pero si, está vacilon el avatar",NEU
522,¡Ya tenemos ganadora! Felicidades @IsabelGarbanzo Nos hablamos por mensaje. ¡Gracias a todos por participar!,P
523,"PSC / PSOE, Podemos / Izquierda Unida distanciados, jeje!",NONE
524,Hoy tuve un día muy lindo me chinearon mucho 2 amigos y el jueves uno que amo mucho.,P
525,"@valeub25 pues sí, sé lo que se siente. Pero piénselo como el último esfuerzo, que ya ahorita llegan las vacaciones",P
526,@gabrielselva_cr pura vida. Ya llamé pero fue como no haber llamado.,N
527,Estos días me he soñado con el accidente varias veces Increíble el trauma que generan estas cosas!,N
528,Me siento tan feliz esta semana cerró bien,P
529,Cuando cuando estás taaann cansado que no podes dormir,N
530,"Díganle a Hellen que la extraño, odio estar sola",N
531,Tan sólo es un mal día no una mala vida,N
532,No puedo entrar a mi servidor!  y site5 no reponde,N
533,@charito_garcia_ Pues es un buen momento para hacerlo!,P
534,@silviauc_cr charita que ya no canto igual,N
535,"Hoy tenemos la sección ""De su propia voz"" y es por parte del grupo @limite21 ¿Qué nos contarán? Descubrílo en…",NONE
536,Alguna película tuanis que este en Netflix que me quieran recomendar ? #GenteQueNoCoge,NONE
537,La vida es demasiado corta para seguir las reglas...,NEU
538,"Ayer descubrí que no soy amargada, en realidad soy preocupada.",NONE
539,Acabo de tener una idea formidable que involucra a @tsaitami y por eso le mandé un correo,P
540,"Decirle a un mae ""perro"" es una ofensa para los pobres animalitos",N
541,aw Tae lo que daría por poder abrazarte,P
542,"@fabriziobarth lo siento mucho. Pero si Facebook lo dice, es cierto. Sentido pésame...",N
543,@Edurraiba es lamentable un tema tan sensible jamás con ese enfoque,N
544,Esa lagartija tiene que haber estado muy enamorada de mi perrito. Canta llamándolo a la misma hora a diario y él hace mucho se fue,P
545,Que duro iniciar el día con noticias tristes,N
546,"O mejor que me digan ""vamos a comer un helado"" y ya.. Ocupo salir",NEU
547,@karlillag Es muy duro para un niño verse forzado a ser parte de esos procesos,N
548,"@Fressia_Montero ¿por qué ? ¡Tenés 9 días, actividades y muchas películas disponibles para asistir!",P
549,"@MedioEnSalsaCR Por supuesto que no le importo a nadie. Soy hombre, eurodescendiente, heterosexual y católico. cc @titabobra",N
550,".@FannyLu dice que ""Llorar es una locura"" ¿Que opinás? Si decís ¡Sí! entonces a cantar",P
551,@Jaspn_ Yo voy de fijo. Ahora llamo a reservar,NONE
552,Hola me complacerían con #ParaOlvidarte de @MauYRicky por faaaaa Saludos desde Liberia @azul999fm,NEU
553,Hola me complacerían con #ParaOlvidarte de @MauYRicky por faaaaa Saludos desde Liberia @lamejor991fm,NONE
554,Hola me complacerían con #ParaOlvidarte de @MauYRicky por faaaaa Saludos desde Liberia @OK1055FM,NONE
555,Hola me complacerían con #ParaOlvidarte de @MauYRicky por faaaaa Saludos desde Liberia @radiocientotres,NONE
556,"@melangelesvc Ni tamales, pierna, ""fresquitos"", queque... nada!",N
557,"Y en el café sonó ""Son Inú"". Y hasta los que estábamos sentados, nos meneamos",P
558,"Malparidos! Malditos! Malnacidos! Ya hay carta de Lillie en ""Full Art"" y todo y de Serena nada",N
559,@gbviquez yo quería que me dieran la bcr así,NONE
560,"@TutzyFF jajaja que bueno verla anoche, que pases un excelente día",P
561,Él se ha ganado un lugar especial en mi corazón.,P
562,@fabian05_p perdida ya no tomo coca.,NONE
563,Quiero que en serio me paguen para poder irme a rayar la otra semana,NEU
564,@XiniaCH Xinia de mi vida tenía toda la intención pero se me hizo imposible al final del día,NONE
565,Amanecí lleno de la comilona anoche en el #BNOpenHouse ...pero siempre hay campo para más . A desayunar,P
566,"¡Buenos días! Con o sin gripe, hoy se disfruta el día.",P
567,"@AzulAlytaSoy nombs cuál tercera. Yo voy a muchas actividades de @bnmascerca en el año, ya van más de tres",NONE
568,Necesito unos tacones negros a las ya,NONE
569,@Linnjimenez y uno se pone triste cuando no quedan papas en la bolsa.,N
570,@SoulsTRK @youcaring ¡COMO QUISIERA AYUDAR! Pero no puedo soy menor y no tengo tarjeta y mucho menos dinero si tuviera ¡le daría todo!!,N
571,Hoy llegué 50 minutos tarde a clases. Fui literalmente solo 10 minutos. Duré 2hrs35min llegando a la U.,N
572,La segunda temporada de Fuller house me duró 3 días.,NONE
573,Estos serán los dos últimos shows que bailo con mis minis bboys.,NONE
574,"@gabrielselva_cr Ah no, es en el Auditorio Nacional. Hasta el próximo año en Marzo jaja",NONE
575,"@afranchesqui @marhegu Sí, también he leído quejas en twitter sobre la interacción social en los buses.",NONE
576,Estaba durmiendo tan ricooo jaja que cólera que me dio cuando me despertaron,N
577,"@Ana_AvilaM hmmmm no sé, aún las siento pegadas en el cielo de la boca",NEU
578,@fersalas2205 Yo igual no trabajo el 26.,NONE
579,@cotarola No salí. No puedo manejar: Migraña,N
580,Necesito ir a mi hogar y dormir con mis dos hijos peludos y Kabek y su gripe,N
581,"Porqué terminaba contrato, ya ví seguro se fue solito",NONE
582,Me hace sentir tan bien al ver a mi ex y no sentir absolutamente nada por el,P
583,"En definitiva! Me quedé sin campo para ir a Tacares, ya que me había mentalizado y ya hasta quería ir #percebe",N
584,#YSF2 @MundonickLA La mejor serie en todo el mundo !!!,P
585,Será que en serio alguien puede dormir tanto,N
586,@SanzZeriTica y qué? No será la primera vez,NONE
587,@wkCArlos yo soy igual Jajajaja trató de evitarlo pero no lo logro,NEU
588,Que buena vibra me transmite @Cocofunka,P
589,Adquirí @semrush_es para un sitio que abarcara 10 países y hasta el momento me ha parecido una excelente herramienta.,P
590,"Un País tan afectado como Haití, necesita del mundo entero.",NONE
591,"@DraHongo y son adorables, pero diay... Ya no hay nada que hacer",NEU
592,@solounrobot @TVyNovelasMex ¿Será solo digital entonces? ¡Perfecto! De verdad muchísimas gracias Un abrazo desde Costa Rica. ¡Pura vida!,P
593,@jevs_ Acabo de llamar y si tienen! Muchísimas gracias,NONE
594,Cuando hago desordenes con el horario de la comida me agarra un dolor de cabeza permanente,N
595,"NUNCA dejen el Snapchat abierto en el celular de la mamá, creo hoy duermo en la calle",N
596,Creo que tengo una contractura en los hombros así o más hecha picha?,N
597,#superluna eectativa vs realidad. Gracias • • • • • • • #crc #puravida #costarica…,NEU
598,"@ESPN_FDJ Soy de CR estudiante de periodismo me encanta el ámbito deportivo los admiro y sueño con conocerlos, porfaa? #FDJPuraVida",P
599,Si la U cerró todo... entonces yo estoy libre hasta el lunes,NONE
600,"Que bonito, la lluvia regresa cuando me toca ir por mi Hermanita al Kinder",N
601,Alguien tiene algún contacto que haga queques navideños?,NONE
602,ustedes saben que mi vida se basa en vistos.,NEU
603,Se lesiona Bale antes del clásico,N
604,@cris525cr que todo les salga muy bonito,P
605,"Sin Morata, Kroos, Bale y puede que aún sin Casemiro para el clásico",NONE
606,"@francellabrenes Rajado, y mientras llega acá",N
